user,service
제가 커피를 못 마시는데 음료 좀 추천해주세요,그럼 생과일주스가 어떠신가요
주스는 너무 달아서 싫은데 다른 건 없나요,그럼 이번에 나온 자몽티 추천해드려요
그건 달지 않나요 ,네 말린자몽만 넣어서 상큼하고 따듯해요
통신사 할인되죠 ,네 300원 할인됩니다
카드로 결제할게요,네 감사합니다
디카페인 음료 주문 가능할까요 ,네 디카페인 라떼 아메리카노 주문 가능합니다
그럼 디카페인 라떼 한잔해주세요,네 다른 필요하신 건 없으신가요 
멤버십으로 사이즈업해주세요,네 사이즈업 도와드리겠습니다
매장에서 마시려는데 언제까지 영업하시나요 ,오후 10시까지 영업입니다
네 엘지 페이로 계산할게요,네 엘지 페이로 결제 도와드리겠습니다
플렛 화이트 아이스도 있나요 ,네 있습니다
머핀이나 케이크도 있나요 ,아니요 베이글이랑 샌드위치 있습니다
그럼 베이글핀 하나 주세요,베이글 데워 드릴까요 
아니요 그냥 주세요,결제해드릴게요
기프트콘 사용 가능하나요 ,네 가능합니다
바닐라라떼 진하게 가능할까요 ,네 그럼 시럽 많이 넣어드릴게요
아이스인데 얼음 없이 줄 수 있으세요 ,얼음 아예 빼는 건 안되고 최대한 조금 넣어드릴게요
쿠폰 10개 다 모았는데 사용 가능할까요 ,쿠폰은 아메리카노만 사용 가능하세요
가격 차감으로는 안 되나요 ,한 번만 해드릴게요
매장이 어디에 있나요,광주 북구 첨단과기로 339 입니다
조금만 앉아있다가 나갈 건데 일회용 컵에는 안될까요 ,앉아계실 거면 컵만 가능하세요
카페라떼 한잔 주세요,따뜻한 걸로 드릴까요 
아이스로 주세요,드시고 가시나요 
아니요 가지고 나갈 거예요,포인트 적립하시나요 
아니요 그냥 결제해주세요,결제 도와드리겠습니다
현금으로 할게요,현금영수증 해드릴까요 
아메리카노 한 잔 주세요,아이스로 드릴까요 
네 차가운 걸로 주세요,4000원입니다
이 쿠키는 뭐예요 ,죄송해요 쿠키는 판매하지 않습니다
이것도 하나 주시는데 얼마에요 ,베이글 3000원입니다
네 여기 현금영수증도 해주세요,네 번호 적어주세요
아이스 아메리카노 하나 따뜻한 자몽치 하나 주세요,아메리카노 원두는 어떤 걸로 할까요 
어떤 게 괜찮아요 ,보통 여자분들이나 특정 원두를 선호하시는 게 아니면 케냐 많이 추천해드려요
많이 쓴가요 ,쓴맛은 많이 없고 산미가 있고 다른 원두들보다 과일향이 나죠
그러면 예가체프로 주세요,부드러워서 아메리카노 안 좋아하시는 분들도 많이 선택하세요
테이크 아웃으로 해주세요,핸드폰 알림울리면 가지로 오세요
아이스 초코 라떼에 에스프레소 샷 하나 추가해서 주세요,네 따로 추가하실 건 없으신가요 
지금 샌드위치는 품절인 거죠 ,네 죄송하지만 샌드위치는 품절되었습니다
그럼 초코 라떼에 잘 어울리는 디저트 하나 추천해주시겠어요 ,베이글이 잘 어울려서 같이 주문하시는 고객님들이 많으세요
그럼 추천해주신 베이글도 같이 주세요,네 매장에서 드시고 가시나요 
네 매장에서 먹고 갈게요,네 그럼  바로 준비해드리겠습니다
자바칩 프라푸치노 하나 주세요,네 사이즈는 어떻게 드릴까요 
그리고 휘핑크림은 에스프레소 크림으로 올려주세요,결제는 어떻게 해드릴까요 
스타벅스 카드로 계산할게요,사용하시고 잔액 3천 원인데 충전하시겠어요 
네 2만 원 충전해주세요,네 알겠습니다
에스프레소 한 잔하고 초코라떼 두 잔 주세요,초코라떼 사이즈는 어떤 걸 드릴까요
그랑데 사이즈로 주십시오,드시고 가실 건가요
네,전부 1만 3천 원입니다
할인카드 있습니다,할인되어 1만 1천 원입니다
할인율이 높군요,감사합니다
초코라떼에 우유를 더 많이 타서 연하게 만들어주실 수 있나요 ,네 그렇게 해드리겠습니다
얼마인가요 ,5천 원입니다
아이스로 변경할 경우 추가요금이 있나요 ,아이스 음료는 500원이 더 비쌉니다
그냥 따뜻한 걸로 주시고 따뜻한 아메리카노도 한잔 더 주실 수 있나요 ,들고 가실 건가요 
네 안전히 들고 갈 수 있게 부탁드립니다,손잡이 있는 캐리어에 담아드리겠습니다
밀크티 한 잔 얼마에요 ,4500원입니다
사이즈업 되나요 ,네
디저트는 뭐가 제일 맛있어요 ,요즘은 샌드위치가 제일 잘나가요
샌드위치 한 조각 주세요,네 더 필요하신 건 없으세요 
현금 영수증 해주세요,네 번호 찍어주세요
카페라떼 가격은 얼마인가요 ,5000원입니다
멤버십 있는데 포인트 쓸 수 있나요 ,네 포인트 사용 가능하세요
포인트 사용하고 적립 동시에 가능한가요 ,포인트 사용하시면 적립은 안됩니다
포인트 사용 없이 적립만 할게요,네 멤버십 카드 주시면 도와드리겠습니다
멤버십 카드 드리고 현금으로 계산할게요,네 현금영수증 해드릴까요 
아이스 아메리카노 주세요,샌드위치는 안 필요하신가요 
지금도 디저트 할인하나요 ,네 10시까지 하고 있습니다
그럼 샌드위치와 아이스 아메리카노로 할게요,더 필요하신 건 없나요 
네 할인돼도 적립은 해주죠 ,네 바코드 보여주세요
현금영수증도 할게요,네 번호 입력해주세요
자바칩 프라푸치노 주세요,휘핑 올려드릴까요 
탑처럼 쌓아주세요,알겠습니다
초코 시럽도 코가 찡할 만큼 올려주세요,드시고 가시나요 
포장이요,5500원입니다
적립도 해주세요,알겠습니다
뭐가 잘나가,라이트한 맛의 아이스 아메리카노가 잘나가요
아이스 아메리카노 하나랑 초코라떼 주세요,초코라떼도 아이스로 드릴까요 
초코라떼는 따뜻하게 주세요,사이즈는 어떻게 드릴까요 
둘 다 스몰 사이즈로 주세요,드시고 가시나요 
마시다가 들고나갈 건데 테이크아웃으로 주세요,규정상 매장에서는 머그컵으로 드리고 있어요
나갈 때 테이크아웃 컵으로 옮겨줄 수 있나요 ,네 그렇게 해드릴게요
아메리카노 두 잔 카푸치노 한잔 주세요,드시고 가실 건가요
테이크아웃 잔으로 주세요,올해부터는 점포 안에서 1회용을 사용하실 수 없습니다
네 머그잔으로 주세요,카푸치노 휘핑 올려드릴까요
무료인가요,500 원 추가입니다
추가해주세요,자리에 앉아 계시면 가져다드리겠습니다
아메리카노 교환권이 있는데 다른 걸로 바꿀 수 있을까요 ,가능한데 어떤 걸로 바꿔드릴까요 
카페라떼로 교환해주세요,사이즈는 어떤 걸로 해드릴까요 
통신사 쿠폰 사용해서 라지 사이즈로 해주세요,이곳에 바코드 찍어주세요
추가요금은 얼마인가요 ,500원 결제해주시면 됩니다
이 카드로 해주세요,음료 나오면 핸드폰 알림으로 알려드리겠습니다
아이스 아메리카노 1잔이랑 아이스 카페라떼 1잔 얼마인가요 ,아이스 아메리카노 1잔은 4000원 아이스 카페라테 1잔은 4500원입니다
멤버십 할인되나요 ,네 멤버십 할인하시면 10퍼센트 할인됩니다
기프티콘 있는데 쓸 수 있나요 ,네 유효기간 내라면 사용 가능하세요
여기에서 지하철 타려면 어느 역으로 가야 하나요 ,마륵선 상무 역을 이용하시면 됩니다
여기 주차되나요 ,가게 앞 즃장 사용가능합니다
카푸치노 하나요,아이스로 드릴까요 
네 아이스요,드시고 가세요 
네 먹고 가요,계산은 어떻게 하실 건가요 
여기 카드로 결제해주세요,네 결제해드렸습니다
얼마나 기다려야 하나요 ,5분 정도 기다리세요
카페인 안 들은 음료는 뭐가 있을까요 ,에이드 나 티 종류가 있습니다
에이드는 어떤 게 있어요 ,라임하고 자몽이 있습니다
둘 중에 어떤 게 더 잘 나가요 ,자몽이 조금 더 잘 나가요
자몽 에이드 주세요,네 더 필요하신 건 없으세요 
포인트 적립해주세요,네 번호 입력 부탁드립니다
티 종류도 아이스 가능한가요 ,네 고객님 티 종류 다 아이스 가능합니다
그럼 자몽차 아이스로 하나 주세요,네 고객님 사이즈는 톨 사이즈 괜찮으신가요 
네 괜찮아요,네 고객님 포인트 적립하시겠어요 
매장 어디에 있어요,광주 북구 첨단과기로 339 입니다
네 번호로 할게요,네 앞쪽에 번호 눌러주세요
아 포인트 있으면 포인트 사용해주세요,네 고객님 포인트 총 5000점 있으신데 그중 4500점 사용 도와드리겠습니다
화이트 초코 라떼 한 잔 주세요,드시고 가세요 
아뇨 테이크아웃이요,휘핑 올려드릴까요 
네 올려주세요,따뜻한 걸로 드릴까요 차가운 걸로 드릴까요 
따뜻한 걸로 주세요,사이즈는 어떻게 드릴까요 
톨 사이즈로 주문할게요,네 계산 도와드리겠습니다
아이스 아메리카노 하나랑 카페라떼 하나 주세요,카페라떼도 아이스 맞으세요 
추천 좀 해주세요,라이트한 맛의 아이스 아메리카노가 잘나가요
카페라떼는 따뜻한 거로 주세요,카페라떼 우유는 어떻게 드릴까요 
많이 올려주세요,테이크아웃이세요 
여기서 먹고 갈 거예요,매장에서 드시면 일회용 컵에 제공되지 않는데 괜찮으세요 
괜찮아요,준비되면 핸드폰 알림으로 알려 드리겠습니다
아직 런치세트 할인되나요 ,네 2시까지 가능하십니다
샌드위치 하나랑 아이스 아메리카노 하나 해서 주세요,네 더 추가하실 것은 없으신가요 
아메리카노 사이즈 업도 가능한가요 ,네 500원만 추가하시면 가능하십니다
사이즈업해서 주세요,네 결제는 어떻게 도와드릴까요 
삼성페이 되나요 ,네 가능합니다
리저브는 처음인데요,네 원하시는 원두와 내리는 방법을 선택하실 수 있습니다
네 평소에 아메리카노를 주로 마시는데요,네 과테말라와 케냐를 섞은 마이크로 블렌드를 추천하겠습니다
어떤 맛인가요,다크초콜릿이 어우러진 달콤한 맛입니다
전 단것은 별로인데요,아주 단맛이 아닌데요
그럼 커피와 어우러지는 디저트도 추천해 주세요,상큼 한 베이글이나 샌드위치가 어울립니다
카페라떼 주세요,네 드시고 가시나요 
아니요 테이크아웃이요,네 알겠습니다
커피는 텀블러에 담아주세요,네 텀블러 할인되셔서 3500원 결제 도와드리겠습니다
결제완료,적립 쿠폰 있으세요 
아니오 하나 만들어 주세요,네 카드랑 쿠폰 여기 있습니다
아메리카노 1잔 주세요,매장에서 드시고 가시나요 
바닐라라떼를 두유로 바꿔서 만들어주세요,네 알겠습니다
2잔 주문하면 얼마죠 ,10000원입니다
초코 라떼 1잔 주세요,네 따뜻하게 드릴께요
샌드위치 하나 추가해주세요,네 알겠습니다
아메리카노 두 잔 주문할게요,아메리카노 따뜻한 건가요 
아니요 아이스 아메리카로 주세요,드시고 가실 건가요 
테이크아웃할게요,지금 행사 중인데 케이크 주문하시면 아메리카노 한잔 공짜로 드려요
베이글 하나같이 주문할게요,네 아이스 아메리카노 두 잔 베이글 주문받았습니다
저희 그냥 먹고 가겠습니다,네 벨 울리면 가지러 와주세요
키오스크에서 현금 결제가 안 되네요,현금은 카운터에서 주문 도와드리겠습니다
아이스 아메리카노 한 잔이랑 베이글 하나 할게요,드시고 가세요 
아니요 포장이요,베이글은 데워드릴까요 
네 부탁드릴게요,더 필요한 건 없으신가요 
도장 찍어주세요,네 이리 주세요
여기 카페인 안 들어간 게 있나요 ,자몽차랑 레몬차 있어요
레몬차 차갑게 주문 가능한가요 ,레몬차는 안되고 자몽차는 아이스로 가능하세요
그럼 레몬차 차갑게 하나랑 자몽차 하나 할게요,네 포인트나 할인카드 있으세요
네 여기 KT 더블할인되죠 ,할인 적용해서 9300원 결제 도와드릴게요
네 여기 카드 있습니다,네 감사합니다 핸드폰 알림 울리면 가지로 오세요
초코라떼 아이스도 되나요 ,그럼요 가능합니다
카페 와이파이 비밀번호 알 수 있을까요 ,와이파이 암호는 OZZ5842 입니다
쿠폰 몇 개를 모으면 무료로 아이스커피를 마실 수 있어요 ,쿠폰 10개를 모으면 무료로 아이스 아메리카노를 제공하고 있어요
포인트 적립되나요 ,휴대번호 알려주시면 포인트 적립 도와드리고 있어요
카페 몇 시까지 해요 ,오후 10시까지 합니다
오픈이 몇 시인가요 ,10시부터 열어요
자바칩 프라푸치노주세요,다른 사항은 없으신가요 
휘핑크림에 캐러멜 드리블이랑 통 잡아 칩 깔아주세요,다시 말씀해주시겠어요 
캐러멜 드리블이랑 통 잡아 칩이요,6700원 결제 도와드리겠습니다
포인트 적립할게요,네 결제되셨습니다
아이스 아메리카노랑 밀크티 차가운 거랑 샌드위치 하나 주세요,지금 샌드위치가 다 팔려서요
티라미수는 있나요 ,죄송합니다 트라미수는 판매하지 않습니다
그럼 그걸로 할게요,네 총 18000원입니다
네 현금영수증 해주세요,네 드시고 가시나요 
네 먹고 갈게요,유리잔에 드릴게요
거기 주소가 뭐에요,광주 북구 첨단과기로 339 입니다
